OTU ID	ex_blank1_S40_L001	ex_blank2_S112_L001	ex_blank3_S7_L001	ex_blank4_S122_L001	ex_blank5_S104_L001	ex_blank6_S100_L001	pH20_BR_post_S108_L001	pH20_BR_pre_S53_L001	pH20_CB_A1_S54_L001	pH20_CB_A2_S9_L001	pH20_CB_A3_S5_L001	pH20_CB_A4_S89_L001	pH20_CB_I_S32_L001	pH20_CB_N1_S24_L001	pH20_CB_N2_S101_L001	pH20_CB_N3_S67_L001	pH20_CB_N4_S59_L001	pH20_CN_A1_S93_L001	pH20_CN_A2_S77_L001	pH20_CN_A3_S33_L001	pH20_CN_A4_S45_L001	pH20_CN_N1_S43_L001	pH20_CN_N2_S14_L001	pH20_CN_N3_S103_L001	pH20_CN_N4_S94_L001	pH20_HB_post_S36_L001	pH20_HB_pre_S115_L001	pH20_MI_A1_S76_L001	pH20_MI_A2_S60_L001	pH20_MI_A3_S25_L001	pH20_MI_A4_S19_L001	pH20_MI_I_S106_L001	pH20_MI_N1_S86_L001	pH20_MI_N2_S120_L001	pH20_MI_N3_S129_L001	pH20_MI_N4_S65_L001	pH20_NG_A1_S63_L001	pH20_NG_A2_S26_L001	pH20_NG_A3_S3_L001	pH20_NG_A4_S74_L001	pH20_NG_I_S69_L001	pH20_NG_N1_S57_L001	pH20_NG_N2_S37_L001	pH20_NG_N3_S41_L001	pH20_NG_N4_S79_L001	pH20_PR_A1_S13_L001	pH20_PR_A2_S16_L001	pH20_PR_A3_S83_L001	pH20_PR_A4_S128_L001	pH20_PR_I_S102_L001	pH20_PR_N1_S27_L001	pH20_PR_N2_S1_L001	pH20_PR_N3_S107_L001	pH20_PR_N4_S71_L001	pH20_RP_A1_S10_L001	pH20_RP_A2_S135_L001	pH20_RP_A3_S80_L001	pH20_RP_A4_S84_L001	pH20_RP_I_S51_L001	pH20_RP_N1_S105_L001	pH20_RP_N2_S72_L001	pH20_RP_N3_S118_L001	pH20_RP_N4_S97_L001	pH20_TF_A1_S134_L001	pH20_TF_A2_S58_L001	pH20_TF_A3_S90_L001	pH20_TF_A4_S98_L001	pH20_TF_I_S78_L001	pH20_TF_N1_S23_L001	pH20_TF_N2_S126_L001	pH20_TF_N3_S119_L001	pH20_TF_N4_S99_L001	pH20_WA_A1_S18_L001	pH20_WA_A2_S15_L001	pH20_WA_A3_S4_L001	pH20_WA_A4_S48_L001	pH20_WA_I_S121_L001	pH20_WA_N1_S28_L001	pH20_WA_N2_S44_L001	pH20_WA_N3_S70_L001	pH20_WA_N4_S17_L001
Zotu2374	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	12	1	41	0	1	1	0	1	0	0	0	32	0	0	0	0	2	0	3	1	31	2	0	0	0	0	0	0	0	9	0	0	0	0
Zotu11421	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	1	1	1	1	0	0	0	0	3	0	0	0	0
Zotu9177	0	0	0	0	0	0	0	1	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	10	0	0	1	0	2	0	0	0	0	0	0	0	1	11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
Zotu6816	0	0	0	0	0	0	0	3	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	6	2	0	0	0	0	0	4	0	1	0	0	0	0
Zotu9935	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	11	0	0	0	0
Zotu8000	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	1	3	1	0	0	0	1	0	0	0	9	0	0	0	1
Zotu6183	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	28	0	0	0	0
Zotu9711	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	9	0	0	0	0
Zotu9468	0	0	0	0	0	0	0	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	3	0	0	0	0	0	2	0	0	9	1	0	0	0	0	0	0	0	2	0	0	1	0
Zotu13101	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	7	0	0	0	0
Zotu5584	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	22	0	0	0	1	0	0	0	0	6	0	0	0	0	1	2	0	0	7	1	2	0	0	0	0	0	0	7	1	0	0	0
Zotu4505	0	0	0	0	0	0	0	1	7	1	0	6	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	4	0	15	3	3	0	5	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	2	1	3	0	0	0	0	0	0	0	1	2	0
Zotu11609	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu12457	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0
Zotu12462	0	0	0	0	0	0	0	2	0	0	0	1	15	1	3	0	0	3	0	0	0	0	0	0	0	0	4	0	0	1	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	1	1	2	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu9473	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	10	1	0	1	0
Zotu9605	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1	17	3	0	0	0	0	0	0	1	2	0	0	0	0
Zotu5558	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	7	2	0	1	0	0	0	0	0	9	2	0	0	1	1	0	0	0	16	2	0	0	0	0	0	0	0	0	0	0	0	0
Zotu7538	0	0	0	0	0	0	0	2	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	5	0	0	0	0	0	1	4	1	3	1	0	0	0	0	5	3	1	6	3	0	0	0	0	0	0	0	2	2
Zotu11938	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	11	0	0	0	0	0	0	0	0	6	2	0	0	1	0	0	0	0	0	0	0	0	0
Zotu9881	0	0	0	0	0	0	0	1	3	3	0	1	11	1	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	5	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0
Zotu2507	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	26	4	1	1	0	0	0	0	0	30	21	3	2	17	0	0	0	0	39	2	0	4	8
Zotu6037	0	0	0	0	0	0	0	1	1	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	13	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	1	36	0	0	3	0
Zotu5066	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	4	0	0	0	25	3	0	4	2	0	0	0	0	0	0	0	0	0
Zotu6193	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	11	0	1	1	0	1	0	0	0	2	0	0	0	0	2	1	0	0	7	1	2	0	0	0	0	1	0	1	0	0	0	0
Zotu9375	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	2	0	0	2	0	0	0	0	4	0	0	0	0
Zotu99	0	0	0	0	0	0	0	1	38	73	69	19	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	106	75	57	86	1	9	5	8	0	98	243	16	7	0	10	2	0	0	1332	469	349	1	0	0	0	0	105	291	59	182	134	0	1	0	0	0	248	228	75	190	0	0	7	0	0	128	176	20	101	6	0	2	0	0
Zotu9185	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0
Zotu3655	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	9	11	5	2	0	0	0	0	4	0	3	0	3	0	0	0	3	0	8	0	8	13	0	0	0	0	0	0	0	0	0
Zotu7337	0	0	0	0	0	0	0	1	5	0	0	0	5	2	4	2	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	5	0	1	0	0
Zotu4778	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	10	0	0	0	0	2	0	0	0	7	0	0	0	0	1	1	1	0	4	2	0	0	1	2	0	0	0	8	0	0	3	0
Zotu13529	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4113	0	0	0	0	0	0	0	2	3	4	1	3	2	0	0	2	0	0	0	0	0	0	0	0	0	0	4	9	5	9	2	2	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0
Zotu13177	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	1	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Zotu10936	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	6	5	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3799	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	25	0	0	1	0	1	0	0	0	3	0	0	2	0	2	0	0	4	26	1	0	0	1	0	0	0	0	2	0	0	0	0
Zotu10820	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	4	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3650	0	0	0	0	0	0	0	1	1	0	0	0	10	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	1	41	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1	24	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	13	2	1	0	0
Zotu5641	0	0	0	0	0	0	0	1	0	0	0	0	8	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	30	0	3	0	1	1	0	0	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	17	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Zotu5457	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	0	0	14	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	14	5	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2039	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	5	3	4	1	133	5	2	0	3	0	0	0	0	8	0	0	0	0	0	0	2	0	13	0	0	0	0	0	1	0	2	14	2	0	1	0	0	0	3	0	5	0	0	0	0
Zotu2705	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	3	4	4	35	1	0	1	0	0	0	0	1	49	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu13521	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
Zotu7308	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	2	1	13	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu8645	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	10	0	0	0	0	2	1	0	1	17	1	1	0	0
Zotu10262	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	8	13	2	3	5	1	0	0	0	3	0	0	0	0
Zotu10261	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
Zotu6787	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu8708	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	1	1	0	1	11	2	0	1	0	0	0	0	0	10	0	0	0	0
Zotu6484	0	0	0	0	0	0	0	3	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	19	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0
Zotu1390	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	288	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0	0	0	0	2	0	0	0	1	0	0	0	0
Zotu10132	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0
Zotu9903	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	16	4	0	0	5	0	0	0	0	8	2	0	0	0
Zotu6622	0	0	0	0	0	0	0	1	3	0	0	1	21	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	1	0	0	17	0	0	0	0	0	0	0	0	34	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Zotu13120	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
Zotu9601	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	6	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
Zotu6998	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	1	2	17	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0
Zotu7821	0	0	0	0	0	0	0	1	6	1	0	3	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4350	0	0	0	0	0	0	0	2	0	0	0	0	13	0	0	1	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	11	0	0	0	1	0	1	1	3	7	1	0	1	1	0	0	0	0	6	3	0	0	0
Zotu6761	0	0	0	0	0	0	0	1	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	11	0	0	0	0
Zotu9623	0	0	0	0	0	0	0	1	11	0	0	1	8	1	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	6	0	0	0	0	0	0	2	0	6	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Zotu1869	0	0	0	0	0	0	0	1	74	19	25	42	43	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1914	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	31	7	1	21	6	68	10	6	5	4	0	0	1	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	16	2	24	0	0	0	0	0	0	0	1	6	1	1	0	4	0	0	0	0	2	0	0	0	0
Zotu13	0	0	0	0	0	0	0	2	14	67	0	25	15	1299	673	1130	474	3	0	0	0	8	2	0	13	0	1	7	1	0	6	3	165	589	499	381	13	0	0	71	0	0	785	1	0	0	0	0	600	1	603	717	606	36	1	0	13	12	1	1605	2636	828	1008	1	0	0	10	5	528	581	910	238	0	0	0	0	0	809	829	10	93
Zotu52	0	0	0	0	0	0	0	2	0	0	6	1	0	0	2	0	0	26	6	0	0	0	0	18	11	0	79	0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	0	1	8532	3	0	1	0	0	2	114	6	3	0	0	6	5	0	0	0	0	6	34	10	0	0	0	0	0	0	0	0	0	1	1	1	0	0
Zotu13287	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	5	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu5355	0	0	0	0	0	0	0	2	1	0	1	2	19	6	10	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Zotu4387	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	41	16	1	0	0	0	3	0	0	1	0	0
Zotu8392	0	0	0	0	0	0	0	1	0	0	0	0	0	5	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	2	1	0	0	0
Zotu5887	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	1	0	0	13	0	0	0	2	0	1	0	1	2	3	4	4	3	0	0	0	0	11	0	0	2	0
Zotu9603	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	1	6	0	0	1	0	0	0	0	0	7	0	0	0	0
Zotu9268	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	3	3	0	0	0	0	0	0	0	7	0	0	0	0
Zotu11233	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0
Zotu4231	0	0	0	0	0	0	0	1	3	0	0	2	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	2	3	0	0	0	0	0	4	0	4	3	3	4	2	0	0	9	1	0	1	0	0	4	0	0	0	0	1	0	7	2	0
Zotu8046	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	3	0	0	0	0	0	0	0	2	8	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
